date,total_tests,proportion_positive,test_type
2022-01-14,349,0.361031518624642,PCR
2022-01-15,401,0.211970074812968,Snabbtester (Antigen)
2022-01-15,147,0.421768707482993,PCR
2022-01-16,427,0.22248243559719,Snabbtester (Antigen)
2022-01-16,136,0.448529411764706,PCR
2022-01-17,554,0.214801444043321,Snabbtester (Antigen)
2022-01-17,436,0.431192660550459,PCR
2022-01-18,520,0.217307692307692,Snabbtester (Antigen)
2022-01-18,302,0.440397350993378,PCR
2022-01-19,584,0.210616438356164,Snabbtester (Antigen)
2022-01-19,296,0.510135135135135,PCR
2022-01-20,546,0.228937728937729,Snabbtester (Antigen)
2022-01-20,295,0.43728813559322,PCR
2022-01-21,554,0.23826714801444,Snabbtester (Antigen)
2022-01-21,241,0.443983402489627,PCR
2022-01-22,453,0.298013245033113,Snabbtester (Antigen)
2022-01-22,105,0.361904761904762,PCR
2022-01-23,565,0.27787610619469,Snabbtester (Antigen)
2022-01-23,88,0.545454545454545,PCR
2022-01-24,625,0.2608,Snabbtester (Antigen)
2022-01-24,282,0.50709219858156,PCR
2022-01-25,578,0.347750865051903,Snabbtester (Antigen)
2022-01-25,218,0.504587155963303,PCR
2022-01-26,590,0.305084745762712,Snabbtester (Antigen)
2022-01-26,215,0.483720930232558,PCR
2022-01-27,545,0.264220183486239,Snabbtester (Antigen)
2022-01-27,211,0.454976303317536,PCR
2022-01-28,461,0.271149674620391,Snabbtester (Antigen)
2022-01-28,211,0.407582938388626,PCR
2022-01-29,375,0.272,Snabbtester (Antigen)
2022-01-29,96,0.489583333333333,PCR
2022-01-30,393,0.330788804071247,Snabbtester (Antigen)
2022-01-30,63,0.380952380952381,PCR
2022-01-31,448,0.292410714285714,Snabbtester (Antigen)
2022-01-31,207,0.463768115942029,PCR
2022-02-01,483,0.283643892339545,Snabbtester (Antigen)
2022-02-01,187,0.508021390374332,PCR
2022-02-02,438,0.280821917808219,Snabbtester (Antigen)
2022-02-02,177,0.451977401129944,PCR
2022-02-03,418,0.289473684210526,Snabbtester (Antigen)
2022-02-03,160,0.49375,PCR
2022-02-04,354,0.299435028248588,Snabbtester (Antigen)
2022-02-04,153,0.483660130718954,PCR
2022-02-05,253,0.339920948616601,Snabbtester (Antigen)
2022-02-05,66,0.454545454545455,PCR
2022-02-06,264,0.371212121212121,Snabbtester (Antigen)
2022-02-06,71,0.450704225352113,PCR
2022-02-07,348,0.293103448275862,Snabbtester (Antigen)
2022-02-07,167,0.431137724550898,PCR
2022-02-08,272,0.363970588235294,Snabbtester (Antigen)
2022-02-08,110,0.463636363636364,PCR
2022-02-09,292,0.35958904109589,Snabbtester (Antigen)
2022-02-09,83,0.36144578313253,PCR
2022-02-10,247,0.331983805668016,Snabbtester (Antigen)
2022-02-10,39,0.358974358974359,PCR
2022-02-11,204,0.299019607843137,Snabbtester (Antigen)
2022-02-11,42,0.261904761904762,PCR
2022-02-12,168,0.410714285714286,Snabbtester (Antigen)
2022-02-12,16,0.3125,PCR
2022-02-13,163,0.337423312883436,Snabbtester (Antigen)
2022-02-13,30,0.3,PCR
2022-02-14,236,0.309322033898305,Snabbtester (Antigen)
2022-02-14,60,0.216666666666667,PCR
2022-02-15,230,0.41304347826087,Snabbtester (Antigen)
2022-02-15,42,0.380952380952381,PCR
2022-02-16,238,0.365546218487395,Snabbtester (Antigen)
2022-02-16,34,0.382352941176471,PCR
2022-02-17,173,0.300578034682081,Snabbtester (Antigen)
2022-02-17,51,0.313725490196078,PCR
2022-02-18,178,0.331460674157303,Snabbtester (Antigen)
2022-02-18,36,0.388888888888889,PCR
2022-02-19,125,0.432,Snabbtester (Antigen)
2022-02-19,17,0.235294117647059,PCR
2022-02-20,141,0.382978723404255,Snabbtester (Antigen)
2022-02-20,19,0.210526315789474,PCR
2022-02-21,201,0.328358208955224,Snabbtester (Antigen)
2022-02-21,44,0.454545454545455,PCR
2022-02-22,161,0.397515527950311,Snabbtester (Antigen)
2022-02-22,29,0.241379310344828,PCR
2022-02-23,169,0.307692307692308,Snabbtester (Antigen)
2022-02-23,39,0.282051282051282,PCR
2022-02-24,167,0.359281437125749,Snabbtester (Antigen)
2022-02-24,30,0.266666666666667,PCR
2022-02-25,154,0.383116883116883,Snabbtester (Antigen)
2022-02-25,20,0.3,PCR
2022-02-26,131,0.381679389312977,Snabbtester (Antigen)
2022-02-26,8,0.375,PCR
2022-02-27,127,0.385826771653543,Snabbtester (Antigen)
2022-02-27,18,0.222222222222222,PCR
2022-02-28,130,0.253846153846154,Snabbtester (Antigen)
2022-02-28,37,0.216216216216216,PCR
2022-03-01,182,0.39010989010989,Snabbtester (Antigen)
2022-03-01,20,0.25,PCR
2022-03-02,133,0.315789473684211,Snabbtester (Antigen)
2022-03-02,30,0.2,PCR
2022-03-03,146,0.321917808219178,Snabbtester (Antigen)
2022-03-03,35,0.2,PCR
2022-03-04,113,0.274336283185841,Snabbtester (Antigen)
2022-03-04,17,0.294117647058824,PCR
2022-03-05,119,0.420168067226891,Snabbtester (Antigen)
2022-03-05,15,0.2,PCR
2022-03-06,114,0.359649122807018,Snabbtester (Antigen)
2022-03-06,11,0.363636363636364,PCR
2022-03-07,142,0.323943661971831,Snabbtester (Antigen)
2022-03-07,34,0.205882352941176,PCR
2022-03-08,121,0.413223140495868,Snabbtester (Antigen)
2022-03-08,27,0.222222222222222,PCR
2022-03-09,118,0.406779661016949,Snabbtester (Antigen)
2022-03-09,23,0.217391304347826,PCR
2022-03-10,127,0.37007874015748,Snabbtester (Antigen)
2022-03-10,14,0.0714285714285714,PCR
2022-03-11,99,0.404040404040404,Snabbtester (Antigen)
2022-03-11,22,0.5,PCR
2022-03-12,89,0.359550561797753,Snabbtester (Antigen)
2022-03-12,16,0.1875,PCR
2022-03-13,99,0.414141414141414,Snabbtester (Antigen)
2022-03-13,11,0.454545454545455,PCR
2022-03-14,101,0.396039603960396,Snabbtester (Antigen)
2022-03-14,20,0.4,PCR
2022-03-15,89,0.449438202247191,Snabbtester (Antigen)
2022-03-15,20,0.15,PCR
2022-03-16,130,0.438461538461539,Snabbtester (Antigen)
2022-03-16,26,0.461538461538462,PCR
2022-03-17,112,0.276785714285714,Snabbtester (Antigen)
2022-03-17,20,0.45,PCR
2022-03-18,107,0.345794392523364,Snabbtester (Antigen)
2022-03-18,23,0.260869565217391,PCR
2022-03-19,84,0.357142857142857,Snabbtester (Antigen)
2022-03-19,6,0,PCR
2022-03-20,69,0.405797101449275,Snabbtester (Antigen)
2022-03-20,8,0.375,PCR
2022-03-21,112,0.330357142857143,Snabbtester (Antigen)
2022-03-21,31,0.387096774193548,PCR
2022-03-22,112,0.330357142857143,Snabbtester (Antigen)
2022-03-22,20,0.35,PCR
2022-03-23,121,0.40495867768595,Snabbtester (Antigen)
2022-03-23,28,0.321428571428571,PCR
2022-03-24,114,0.236842105263158,Snabbtester (Antigen)
2022-03-24,32,0.21875,PCR
2022-03-25,109,0.321100917431193,Snabbtester (Antigen)
2022-03-25,23,0.304347826086957,PCR
2022-03-26,80,0.3625,Snabbtester (Antigen)
2022-03-26,7,0.428571428571429,PCR
2022-03-27,87,0.390804597701149,Snabbtester (Antigen)
2022-03-27,8,0.125,PCR
2022-03-28,119,0.34453781512605,Snabbtester (Antigen)
2022-03-28,24,0.166666666666667,PCR
2022-03-29,88,0.397727272727273,Snabbtester (Antigen)
2022-03-29,15,0.333333333333333,PCR
2022-03-30,91,0.340659340659341,Snabbtester (Antigen)
2022-03-30,8,0.375,PCR
2022-03-31,63,0.301587301587302,Snabbtester (Antigen)
